商品ID,名称,价格,浏览量,销量,库存
970,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,509,954,957
971,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,892,140,57
972,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,263,527,455
973,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,430,108,106
974,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,644,251,162
975,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,706,475,175
976,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,795,141,159
977,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,192,291,154
978,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,845,280,407
979,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,91,770,86
980,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,498,61,436
981,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,617,727,9
982,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,62,243,783
983,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,164,771,214
984,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,809,246,507
985,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,779,820,780
986,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,823,787,852
987,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,307,573,993
988,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,913,903,573
989,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,510,291,147
990,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,844,141,602
991,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,147,768,630
992,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,149,637,969
993,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,718,647,64
994,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,124,732,869
995,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,105,854,152
996,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,984,779,287
997,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,112,828,416
998,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,492,137,763
999,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,920,823,269
1000,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,719,176,270
1001,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,958,494,93
1002,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,451,780,700
1003,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,489,99,150
1004,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,364,391,703
1005,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,197,754,814
1006,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,952,419,528
1007,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,309,563,164
1008,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,970,885,310
1009,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,699,924,317
1010,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,613,178,679
1011,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,821,318,993
1012,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,113,841,959
1013,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,994,877,235
1014,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,761,526,403
1015,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,94,574,507
1016,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,643,680,947
1017,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,147,14,777
1018,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,153,35,305
1019,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,415,14,169
1020,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,470,841,923
1021,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,792,303,458
1022,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,67,644,522
1023,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,632,536,231
1024,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,743,612,557
1025,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,584,535,854
1026,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,382,830,706
1027,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,753,153,606
1028,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,916,381,392
1029,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,602,529,332
1030,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,903,945,20
1031,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,202,405,286
1032,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,674,869,379
1033,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,471,211,761
1034,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,962,831,112
1035,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,428,857,813
1036,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,590,720,524
1037,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,436,475,277
1038,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,110,417,171
1039,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,53,180,849
1040,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,731,915,761
1041,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,768,840,580
1042,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,178,401,693
1043,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,73,916,391
1044,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,426,358,793
1045,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,320,392,225
1046,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,520,104,694
1047,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,142,282,383
1048,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,294,107,282
1049,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,13,814,22
1050,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,797,278,429
1051,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,112,192,922
1052,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,784,506,948
1053,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,246,311,994
1054,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,754,402,900
1055,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,690,455,813
1056,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,747,661,372
1057,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,258,863,668
1058,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,391,957,877
1059,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,823,801,179
1060,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,587,611,164
1061,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,682,941,503
1062,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,854,701,735
1063,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,680,229,692
1064,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,939,924,640
1065,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,517,459,814
1066,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,46,418,949
1067,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,711,662,38
1068,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,125,486,750
1069,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,445,409,937
1070,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,749,241,286
1071,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,500,67,882
1072,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,874,660,440
1073,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,919,888,613
1074,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,270,766,124
1075,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,434,950,510
1076,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,746,459,892
1077,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,397,985,460
1078,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,219,955,247
1079,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,277,310,27
1080,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,950,48,541
1081,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,60,248,630
1082,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,500,692,382
1083,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,451,652,746
1084,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,259,748,616
1085,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,541,689,385
1086,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,175,249,715
1087,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,483,962,73
1088,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,590,523,535
1089,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,675,749,772
1090,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,362,701,665
1091,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,386,674,592
1092,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,214,469,229
1093,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,407,484,576
1094,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,281,16,311
1095,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,426,625,709
1096,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,914,540,893
1097,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,189,623,497
1098,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,666,952,199
1099,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,786,721,70
1100,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,28,375,117
1101,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,157,607,38
1102,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,293,264,825
1103,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,10,179,557
1104,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,609,807,175
1105,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,606,584,18
1106,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,130,537,555
1107,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,894,179,658
1108,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,89,76,277
1109,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,765,550,568
1110,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,548,845,214
1111,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,943,608,489
1112,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,712,968,550
1113,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,805,198,732
1114,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,955,983,176
1115,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,445,230,111
1116,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,741,874,480
1117,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,408,395,606
1118,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,556,959,372
1119,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,36,22,516
1120,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,808,529,291
1121,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,16,412,443
1122,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,882,474,260
1123,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,658,77,755
1124,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,293,293,241
1125,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,156,396,465
1126,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,652,935,281
1127,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,182,626,662
1128,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,185,523,640
1129,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,944,705,361
1130,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,134,504,953
